cbsa_fips,cbsa,city_fips,city,peak_yr,peak_pop,decades_since_peak,pop_2010,decline_since_peak,age,census_yr,pop
37340,"Palm Bay-Melbourne-Titusville, FL",1254000,Palm Bay city,2010,103190,0,103190,0,20,pop_1990,62632
37460,"Panama City, FL",1254700,Panama City city,2010,36484,0,36484,0,NA,NA,NA
37620,"Parkersburg-Vienna, WV",5462140,Parkersburg city,1960,44797,5,31492,0.2970064959707123,NA,NA,NA
37860,"Pensacola-Ferry Pass-Brent, FL",1255925,Pensacola city,1970,59507,4,51923,0.1274471910867629,50,pop_1960,56752
37900,"Peoria, IL",1759000,Peoria city,1970,126963,4,115007,0.09416916739522538,110,pop_1900,56100
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4260000,Philadelphia city,1950,2071605,6,1526006,0.26337018881495267,200,pop_1810,53722
38060,"Phoenix-Mesa-Scottsdale, AZ",455000,Phoenix city,2010,1445632,0,1445632,0,70,pop_1940,65414
38220,"Pine Bluff, AR",555310,Pine Bluff city,1970,57389,4,49083,0.14473156876753385,40,pop_1970,57389
38300,"Pittsburgh, PA",4261000,Pittsburgh city,1950,676806,6,305704,0.5483136969825918,140,pop_1870,86076
38340,"Pittsfield, MA",2553960,Pittsfield city,1960,57879,5,44737,0.2270599008275886,60,pop_1950,53348
38540,"Pocatello, ID",1664090,Pocatello city,2010,54255,0,54255,0,10,pop_2000,51466
38860,"Portland-South Portland, ME",2360545,Portland city,1950,77634,6,66194,0.14735811628925471,110,pop_1900,50145
38900,"Portland-Vancouver-Hillsboro, OR-WA",4159000,Portland city,2010,583776,0,583776,0,110,pop_1900,90426
38940,"Port St. Lucie, FL",1258715,Port St. Lucie city,2010,164603,0,164603,0,20,pop_1990,55866
39140,"Prescott, AZ",457380,Prescott city,2010,39843,0,39843,0,NA,NA,NA
39300,"Providence-Warwick, RI-MA",4459000,Providence city,1940,253504,7,178042,0.29767577631911135,150,pop_1860,50666
39340,"Provo-Orem, UT",4962470,Provo city,2010,112488,0,112488,0,40,pop_1970,53131
39380,"Pueblo, CO",862000,Pueblo city,2010,106595,0,106595,0,80,pop_1930,50096
39460,"Punta Gorda, FL",1259200,Punta Gorda city,2010,16641,0,16641,0,NA,NA,NA
39540,"Racine, WI",5566000,Racine city,1970,95162,4,78860,0.1713078749921187,90,pop_1920,58593
39580,"Raleigh, NC",3755000,Raleigh city,2010,403892,0,403892,0,60,pop_1950,65679
39660,"Rapid City, SD",4652980,Rapid City city,2010,67956,0,67956,0,20,pop_1990,54523
39740,"Reading, PA",4263624,Reading city,1930,111171,8,88082,0.2076890555990321,120,pop_1890,58661
39820,"Redding, CA",659920,Redding city,2010,89861,0,89861,0,20,pop_1990,66462
39900,"Reno, NV",3260600,Reno city,2010,225221,0,225221,0,50,pop_1960,51470
40060,"Richmond, VA",5167000,Richmond city,1970,249332,4,204214,0.18095551313108627,140,pop_1870,51038
40140,"Riverside-San Bernardino-Ontario, CA",662000,Riverside city,2010,303871,0,303871,0,50,pop_1960,84332
40220,"Roanoke, VA",5168000,Roanoke city,1980,100220,3,97032,0.03181001796048693,90,pop_1920,50842
40340,"Rochester, MN",2754880,Rochester city,2010,106769,0,106769,0,40,pop_1970,53766
40380,"Rochester, NY",3663000,Rochester city,1950,332488,6,210565,0.3666989485334809,140,pop_1870,62386
40420,"Rockford, IL",1765000,Rockford city,2010,152871,0,152871,0,90,pop_1920,64651
40580,"Rocky Mount, NC",3757500,Rocky Mount city,2010,57477,0,57477,0,10,pop_2000,55893
40660,"Rome, GA",1366668,Rome city,2010,36303,0,36303,0,NA,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA",664000,Sacramento city,2010,466488,0,466488,0,90,pop_1920,65908
40980,"Saginaw, MI",2670520,Saginaw city,1960,98265,5,51508,0.4758255737037602,100,pop_1910,50510
41060,"St. Cloud, MN",2756896,St. Cloud city,2010,65842,0,65842,0,10,pop_2000,59107
41100,"St. George, UT",4965330,St. George city,2010,72897,0,72897,0,0,pop_2010,72897
41140,"St. Joseph, MO-KS",2964550,St. Joseph city,1900,102979,11,76780,0.2544110935239223,120,pop_1890,52324
41180,"St. Louis, MO-IL",2965000,St. Louis city,1950,856796,6,319294,0.6273395300631656,160,pop_1850,77860
41420,"Salem, OR",4164900,Salem city,2010,154637,0,154637,0,40,pop_1970,68296
41500,"Salinas, CA",664224,Salinas city,2000,151060,1,150441,0.004097709519396266,40,pop_1970,58896
41540,"Salisbury, MD-DE",2469925,Salisbury city,2010,30343,0,30343,0,NA,NA,NA
41620,"Salt Lake City, UT",4967000,Salt Lake City city,1960,189454,5,186440,0.015908874977567114,110,pop_1900,53531
41660,"San Angelo, TX",4864472,San Angelo city,2010,93200,0,93200,0,60,pop_1950,52093
41700,"San Antonio-New Braunfels, TX",4865000,San Antonio city,2010,1327407,0,1327407,0,110,pop_1900,53321
41740,"San Diego-Carlsbad, CA",666000,San Diego city,2010,1307402,0,1307402,0,90,pop_1920,74361
41860,"San Francisco-Oakland-Hayward, CA",667000,San Francisco city,2010,805235,0,805235,0,150,pop_1860,56802
41940,"San Jose-Sunnyvale-Santa Clara, CA",668000,San Jose city,2010,945942,0,945942,0,80,pop_1930,57651
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",668154,San Luis Obispo city,2010,45119,0,45119,0,NA,NA,NA
42100,"Santa Cruz-Watsonville, CA",669112,Santa Cruz city,2010,59946,0,59946,0,10,pop_2000,54593
42140,"Santa Fe, NM",3570500,Santa Fe city,2010,67947,0,67947,0,20,pop_1990,52303
42200,"Santa Maria-Santa Barbara, CA",669070,Santa Barbara city,2000,92325,1,88410,0.04240454914703493,50,pop_1960,58768
42220,"Santa Rosa, CA",670098,Santa Rosa city,2010,167815,0,167815,0,40,pop_1970,50006
42340,"Savannah, GA",1369000,Savannah city,1960,149245,5,136286,0.08683037957720527,110,pop_1900,54244
42540,"Scranton--Wilkes-Barre--Hazleton, PA",4269000,Scranton city,1930,143433,8,76089,0.4695153834891552,120,pop_1890,75215
42660,"Seattle-Tacoma-Bellevue, WA",5363000,Seattle city,2010,608660,0,608660,0,110,pop_1900,80671
42680,"Sebastian-Vero Beach, FL",1274150,Vero Beach city,2000,17705,1,15220,0.1403558316859644,NA,NA,NA
42700,"Sebring, FL",1264875,Sebring city,2010,10491,0,10491,0,NA,NA,NA
43100,"Sheboygan, WI",5572975,Sheboygan city,2000,50792,1,49288,0.02961096235627658,10,pop_2000,50792
43300,"Sherman-Denison, TX",4867496,Sherman city,2010,38521,0,38521,0,NA,NA,NA
43340,"Shreveport-Bossier City, LA",2270000,Shreveport city,1980,206989,3,199311,0.03709375860552976,80,pop_1930,76655
43420,"Sierra Vista-Douglas, AZ",466820,Sierra Vista city,2010,43888,0,43888,0,NA,NA,NA
43580,"Sioux City, IA-NE-SD",1973335,Sioux City city,1960,89159,5,82684,0.07262306665619847,90,pop_1920,71227
43620,"Sioux Falls, SD",4659020,Sioux Falls city,2010,153888,0,153888,0,60,pop_1950,52696
43780,"South Bend-Mishawaka, IN-MI",1871000,South Bend city,1960,132445,5,101168,0.23615085507191663,100,pop_1910,53684
43900,"Spartanburg, SC",4568290,Spartanburg city,1970,44546,4,37013,0.1691060925784582,NA,NA,NA
44060,"Spokane-Spokane Valley, WA",5367000,Spokane city,2010,208916,0,208916,0,100,pop_1910,104402
44100,"Springfield, IL",1772000,Springfield city,2010,116250,0,116250,0,100,pop_1910,51678
44140,"Springfield, MA",2567000,Springfield city,1960,174463,5,153060,0.12267930736029989,110,pop_1900,62059
44180,"Springfield, MO",2970000,Springfield city,2010,159498,0,159498,0,80,pop_1930,57527
44220,"Springfield, OH",3974118,Springfield city,1960,82723,5,60608,0.2673379833903509,90,pop_1920,60840
44300,"State College, PA",4273808,State College borough,2010,42034,0,42034,0,NA,NA,NA
44420,"Staunton-Waynesboro, VA",5175216,Staunton city,1970,24504,4,23746,0.030933725106105127,NA,NA,NA
44700,"Stockton-Lodi, CA",675000,Stockton city,2010,291707,0,291707,0,70,pop_1940,54714
44940,"Sumter, SC",4570405,Sumter city,1990,41943,2,40524,0.03383162863886703,NA,NA,NA
45060,"Syracuse, NY",3673000,Syracuse city,1950,220583,6,145170,0.3418803806277002,130,pop_1880,51792
45220,"Tallahassee, FL",1270600,Tallahassee city,2010,181376,0,181376,0,40,pop_1970,72624
45300,"Tampa-St. Petersburg-Clearwater, FL",1271000,Tampa city,2010,335709,0,335709,0,90,pop_1920,51608
45460,"Terre Haute, IN",1875428,Terre Haute city,1960,71786,5,60785,0.1532471512551194,100,pop_1910,58157
45500,"Texarkana, TX-AR",4872368,Texarkana city,2010,36411,0,36411,0,NA,NA,NA
45780,"Toledo, OH",3977000,Toledo city,1970,383062,4,287208,0.25023103309647005,130,pop_1880,50137
45820,"Topeka, KS",2071000,Topeka city,2010,127473,0,127473,0,90,pop_1920,50022
45940,"Trenton, NJ",3474000,Trenton city,1950,128009,6,84913,0.3366638283245709,120,pop_1890,57458
46060,"Tucson, AZ",477000,Tucson city,2010,520116,0,520116,0,50,pop_1960,212892
46140,"Tulsa, OK",4075000,Tulsa city,2000,393049,1,391906,0.002908034367216301,90,pop_1920,72075
46220,"Tuscaloosa, AL",177256,Tuscaloosa city,2010,90468,0,90468,0,50,pop_1960,63370
46340,"Tyler, TX",4874144,Tyler city,2010,96900,0,96900,0,50,pop_1960,51230
46520,"Urban Honolulu, HI",1571550,Honolulu CDP,2010,387170,0,387170,0,100,pop_1910,52183
46540,"Utica-Rome, NY",3676540,Utica city,1930,101740,8,62235,0.3882936897975231,110,pop_1900,56383
46660,"Valdosta, GA",1378800,Valdosta city,2010,54518,0,54518,0,0,pop_2010,54518
46700,"Vallejo-Fairfield, CA",681666,Vallejo city,2000,116760,1,115942,0.007005823912298733,50,pop_1960,60877
47020,"Victoria, TX",4875428,Victoria city,2010,62592,0,62592,0,30,pop_1980,50695
47220,"Vineland-Bridgeton, NJ",3476070,Vineland city,2010,60724,0,60724,0,30,pop_1980,53753
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",5182000,Virginia Beach city,2010,437994,0,437994,0,40,pop_1970,172106
47300,"Visalia-Porterville, CA",682954,Visalia city,2010,124442,0,124442,0,20,pop_1990,75636
47380,"Waco, TX",4876000,Waco city,2010,124805,0,124805,0,80,pop_1930,52848
47460,"Walla Walla, WA",5375775,Walla Walla city,2010,31731,0,31731,0,NA,NA,NA
47580,"Warner Robins, GA",1380508,Warner Robins city,2010,66588,0,66588,0,0,pop_2010,66588
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1150000,Washington city,1950,802178,6,601723,0.24988842875272071,160,pop_1850,51687
47940,"Waterloo-Cedar Falls, IA",1982425,Waterloo city,1980,75985,3,68406,0.09974337040205304,70,pop_1940,51743
48060,"Watertown-Fort Drum, NY",3678608,Watertown city,1950,34350,6,27023,0.2133042212518195,NA,NA,NA
48140,"Wausau, WI",5584475,Wausau city,2010,39106,0,39106,0,NA,NA,NA
48260,"Weirton-Steubenville, WV-OH",5485156,Weirton city,1960,28201,5,19746,0.299812063402007,NA,NA,NA
48300,"Wenatchee, WA",5377105,Wenatchee city,2010,31925,0,31925,0,NA,NA,NA
48540,"Wheeling, WV-OH",5486452,Wheeling city,1930,61659,8,28486,0.5380074279505019,90,pop_1920,56208
48620,"Wichita, KS",2079000,Wichita city,2010,382368,0,382368,0,100,pop_1910,52450
48660,"Wichita Falls, TX",4879000,Wichita Falls city,2010,104553,0,104553,0,60,pop_1950,68042
48700,"Williamsport, PA",4285312,Williamsport city,1930,45729,8,29381,0.3574974305145531,NA,NA,NA
48900,"Wilmington, NC",3774440,Wilmington city,2010,106476,0,106476,0,20,pop_1990,55530
49020,"Winchester, VA-WV",5186720,Winchester city,2010,26203,0,26203,0,NA,NA,NA
49180,"Winston-Salem, NC",3775000,Winston-Salem city,2010,229617,0,229617,0,80,pop_1930,75274
49340,"Worcester, MA-CT",2582000,Worcester city,1950,203486,6,181045,0.1102827712963054,130,pop_1880,58291
49420,"Yakima, WA",5380010,Yakima city,2010,91067,0,91067,0,20,pop_1990,54827
49620,"York-Hanover, PA",4287048,York city,1950,59953,6,43718,0.2707954564408787,80,pop_1930,55254
49660,"Youngstown-Warren-Boardman, OH-PA",3988000,Youngstown city,1930,170002,8,66982,0.6059928706721097,100,pop_1910,79066
49700,"Yuba City, CA",686972,Yuba City city,2010,64925,0,64925,0,0,pop_2010,64925
49740,"Yuma, AZ",485540,Yuma city,2010,93064,0,93064,0,20,pop_1990,56966
